component,age_years,weight_kg,contains_lithium,contains_lead,contains_mercury,contains_cadmium,recyclable,material_type,weight_class,condition,region_risk,disposal_history,hazard_score
Mobile,0.64,11.2,1,0,0,0,1,composite,light,damaged,high,none,89.75
Mobile,1.41,14.63,1,0,0,0,1,composite,light,working,high,none,91.93
Mobile,4.12,9.43,1,0,0,0,1,composite,light,broken,medium,informal,98.34
Mobile,6.18,16.57,1,0,0,0,1,composite,light,damaged,low,none,85.16
Mobile,4.5,9.01,1,0,0,0,1,composite,light,broken,medium,informal,95.76
Mobile,4.55,16.83,1,0,0,0,1,composite,light,damaged,high,informal,98.95
Mobile,4.24,13.73,1,0,0,0,1,composite,light,working,low,none,74.93
Mobile,3.11,16.74,1,0,0,0,1,composite,light,damaged,medium,none,79.99
Mobile,2.95,0.67,1,0,0,0,1,composite,light,damaged,medium,none,88.04
Mobile,10.52,15.32,1,0,0,0,1,composite,light,broken,medium,formal,98.09
Mobile,6.95,2.23,1,0,0,0,1,composite,light,damaged,medium,none,94.94
Mobile,6.79,7.61,1,0,0,0,1,composite,light,broken,low,informal,95.26
Mobile,10.37,5.85,1,0,0,0,1,composite,light,broken,high,none,100.0
Mobile,0.71,19.26,1,0,0,0,1,composite,light,broken,medium,none,93.49
Mobile,1.79,14.08,1,0,0,0,1,composite,light,damaged,low,formal,75.61
Mobile,0.64,9.38,1,0,0,0,1,composite,light,damaged,medium,formal,83.97
Mobile,1.05,18.06,1,0,0,0,1,composite,light,broken,medium,informal,89.81
Mobile,10.76,3.71,1,0,0,0,1,composite,light,working,low,none,85.33
Mobile,11.95,17.12,1,0,0,0,1,composite,light,damaged,low,none,90.13
Mobile,7.39,2.31,1,0,0,0,1,composite,light,working,high,none,94.48
Mobile,5.45,6.35,1,0,0,0,1,composite,light,damaged,high,informal,100.0
Mobile,10.76,8.87,1,0,0,0,1,composite,light,damaged,medium,informal,93.94
Mobile,6.39,2.09,1,0,0,0,1,composite,light,damaged,medium,none,94.8
Mobile,11.43,12.02,1,0,0,0,1,composite,light,broken,medium,informal,100.0
Mobile,4.66,9.46,1,0,0,0,1,composite,light,working,low,formal,72.86
Mobile,11.67,6.63,1,0,0,0,1,composite,light,damaged,low,informal,90.42
Mobile,6.44,0.12,1,0,0,0,1,composite,light,working,low,formal,73.05
Mobile,1.74,6.78,1,0,0,0,1,composite,light,broken,medium,informal,95.6
Mobile,5.07,1.75,1,0,0,0,1,composite,light,damaged,low,informal,87.36
Mobile,6.34,17.49,1,0,0,0,1,composite,light,damaged,high,none,96.01
Mobile,5.04,8.44,1,0,0,0,1,composite,light,damaged,high,none,93.43
Mobile,7.49,6.19,1,0,0,0,1,composite,light,broken,high,none,100.0
Mobile,8.4,2.3,1,0,0,0,1,composite,light,damaged,medium,informal,93.62
Mobile,1.89,8.38,1,0,0,0,1,composite,light,broken,low,formal,85.32
Mobile,8.19,13.58,1,0,0,0,1,composite,light,damaged,medium,formal,88.15
Mobile,7.82,18.27,1,0,0,0,1,composite,light,damaged,high,none,99.61
Mobile,2.13,0.24,1,0,0,0,1,composite,light,damaged,medium,informal,85.58
Mobile,7.14,0.88,1,0,0,0,1,composite,light,working,medium,informal,90.99
Mobile,10.22,13.85,1,0,0,0,1,composite,light,damaged,medium,formal,96.15
Mobile,4.02,15.78,1,0,0,0,1,composite,light,damaged,high,none,87.55
Mobile,7.2,7.43,1,0,0,0,1,composite,light,damaged,high,none,95.86
Mobile,4.81,3.35,1,0,0,0,1,composite,light,damaged,low,none,81.91
Mobile,0.79,12.92,1,0,0,0,1,composite,light,damaged,medium,formal,78.23
Mobile,5.21,6.23,1,0,0,0,1,composite,light,damaged,medium,informal,99.82
Mobile,2.12,9.72,1,0,0,0,1,composite,light,working,medium,none,77.69
Mobile,4.92,0.79,1,0,0,0,1,composite,light,working,medium,formal,70.69
Mobile,10.85,2.33,1,0,0,0,1,composite,light,broken,medium,none,100.0
Mobile,7.43,16.54,1,0,0,0,1,composite,light,broken,medium,none,92.76
Mobile,4.41,10.83,1,0,0,0,1,composite,light,working,medium,informal,78.35
Mobile,9.26,16.67,1,0,0,0,1,composite,light,damaged,medium,formal,85.07
Mobile,11.61,11.16,1,0,0,0,1,composite,light,damaged,medium,formal,87.54
Mobile,5.61,12.53,1,0,0,0,1,composite,light,damaged,medium,none,91.9
Mobile,7.05,12.42,1,0,0,0,1,composite,light,working,medium,formal,84.06
Mobile,5.97,10.87,1,0,0,0,1,composite,light,working,high,none,91.23
Mobile,10.5,2.62,1,0,0,0,1,composite,light,broken,low,none,100.0
Mobile,3.67,17.54,1,0,0,0,1,composite,light,broken,low,informal,92.35
Mobile,10.43,11.78,1,0,0,0,1,composite,light,damaged,medium,formal,92.56
Mobile,9.26,7.74,1,0,0,0,1,composite,light,damaged,medium,informal,100.0
Mobile,9.29,11.47,1,0,0,0,1,composite,light,broken,low,formal,90.8
Mobile,10.32,8.79,1,0,0,0,1,composite,light,broken,high,formal,100.0
Mobile,6.37,12.54,1,0,0,0,1,composite,light,broken,low,informal,99.66
Mobile,8.41,14.46,1,0,0,0,1,composite,light,damaged,low,formal,89.67
Mobile,3.71,4.22,1,0,0,0,1,composite,light,broken,low,none,88.32
Mobile,8.28,16.57,1,0,0,0,1,composite,light,damaged,low,none,92.0
Mobile,2.14,15.07,1,0,0,0,1,composite,light,broken,medium,none,95.43
Mobile,10.23,12.28,1,0,0,0,1,composite,light,working,medium,formal,77.44
Mobile,1.26,6.98,1,0,0,0,1,composite,light,working,high,none,77.98
Mobile,1.33,19.1,1,0,0,0,1,composite,light,damaged,medium,formal,86.42
Mobile,8.63,1.01,1,0,0,0,1,composite,light,working,medium,formal,82.37
Mobile,3.17,5.63,1,0,0,0,1,composite,light,broken,high,informal,100.0
Mobile,5.98,4.53,1,0,0,0,1,composite,light,damaged,high,informal,100.0
Mobile,4.61,12.96,1,0,0,0,1,composite,light,working,high,informal,99.29
Mobile,7.69,1.44,1,0,0,0,1,composite,light,damaged,low,none,84.06
Mobile,9.96,16.08,1,0,0,0,1,composite,light,damaged,medium,formal,88.0
Mobile,6.21,5.69,1,0,0,0,1,composite,light,working,medium,formal,83.01
Mobile,9.11,6.36,1,0,0,0,1,composite,light,working,medium,formal,86.75
Mobile,1.22,16.79,1,0,0,0,1,composite,light,working,low,none,70.33
Mobile,4.14,2.05,1,0,0,0,1,composite,light,damaged,medium,none,93.07
Mobile,10.76,8.68,1,0,0,0,1,composite,light,broken,medium,none,99.35
Mobile,1.53,13.74,1,0,0,0,1,composite,light,damaged,medium,informal,89.92
Mobile,8.16,19.32,1,0,0,0,1,composite,light,broken,high,none,100.0
Mobile,3.93,2.12,1,0,0,0,1,composite,light,broken,medium,formal,91.34
Mobile,6.25,8.66,1,0,0,0,1,composite,light,damaged,low,informal,89.01
Mobile,4.75,1.06,1,0,0,0,1,composite,light,broken,medium,none,94.12
Mobile,8.06,9.45,1,0,0,0,1,composite,light,broken,low,none,97.6
Mobile,7.49,5.91,1,0,0,0,1,composite,light,working,medium,none,90.29
Mobile,5.04,14.27,1,0,0,0,1,composite,light,working,high,formal,78.58
Mobile,4.73,1.17,1,0,0,0,1,composite,light,working,medium,formal,71.57
Mobile,0.72,2.5,1,0,0,0,1,composite,light,damaged,medium,informal,82.33
Mobile,6.61,11.91,1,0,0,0,1,composite,light,working,medium,none,93.0
Mobile,4.09,15.48,1,0,0,0,1,composite,light,broken,medium,none,95.77
Mobile,1.94,0.35,1,0,0,0,1,composite,light,broken,high,formal,97.26
Mobile,6.46,6.97,1,0,0,0,1,composite,light,damaged,low,formal,79.78
Mobile,7.93,19.48,1,0,0,0,1,composite,light,broken,low,none,98.2
Mobile,5.77,7.97,1,0,0,0,1,composite,light,damaged,low,formal,84.63
Mobile,3.34,9.69,1,0,0,0,1,composite,light,broken,medium,formal,91.15
Mobile,1.37,7.32,1,0,0,0,1,composite,light,working,low,formal,69.85
Mobile,7.66,15.63,1,0,0,0,1,composite,light,damaged,low,none,84.0
Mobile,8.25,5.21,1,0,0,0,1,composite,light,damaged,high,formal,100.0
Mobile,5.9,17.8,1,0,0,0,1,composite,light,broken,low,formal,83.73
Mobile,11.52,10.6,1,0,0,0,1,composite,light,working,medium,none,88.38
Mobile,1.38,5.5,1,0,0,0,1,composite,light,broken,medium,informal,91.4
Mobile,2.41,8.92,1,0,0,0,1,composite,light,working,low,none,75.56
Mobile,11.78,15.86,1,0,0,0,1,composite,light,broken,low,none,98.19
Mobile,3.48,8.75,1,0,0,0,1,composite,light,damaged,low,informal,87.51
Mobile,11.78,3.81,1,0,0,0,1,composite,light,broken,high,none,100.0
Mobile,11.74,15.15,1,0,0,0,1,composite,light,working,medium,none,91.29
Mobile,3.34,12.82,1,0,0,0,1,composite,light,damaged,low,informal,85.99
Mobile,0.64,0.19,1,0,0,0,1,composite,light,damaged,high,formal,92.02
Mobile,7.8,4.45,1,0,0,0,1,composite,light,damaged,high,none,98.74
Mobile,0.84,9.62,1,0,0,0,1,composite,light,damaged,low,formal,72.51
Television,5.08,18.39,0,1,1,0,0,composite,heavy,broken,low,none,88.71
Television,9.17,18.37,0,1,1,0,0,composite,heavy,broken,medium,informal,98.6
Television,9.56,5.03,0,1,1,0,0,composite,heavy,damaged,medium,none,94.63
Television,11.06,2.05,0,1,1,0,0,composite,heavy,damaged,low,formal,86.61
Television,0.91,3.51,0,1,1,0,0,composite,heavy,broken,medium,none,86.94
Television,7.17,10.34,0,1,1,0,0,composite,heavy,broken,medium,informal,100.0
Television,10.78,18.93,0,1,1,0,0,composite,heavy,broken,medium,none,100.0
Television,2.85,11.83,0,1,1,0,0,composite,heavy,working,medium,none,68.54
Television,2.88,1.43,0,1,1,0,0,composite,heavy,working,high,informal,95.52
Television,10.11,6.65,0,1,1,0,0,composite,heavy,damaged,high,none,100.0
Television,2.24,17.52,0,1,1,0,0,composite,heavy,damaged,medium,informal,93.45
Television,1.13,19.46,0,1,1,0,0,composite,heavy,working,medium,informal,72.12
Television,3.15,0.04,0,1,1,0,0,composite,heavy,broken,high,formal,100.0
Television,10.26,8.46,0,1,1,0,0,composite,heavy,damaged,medium,none,100.0
Television,9.89,3.64,0,1,1,0,0,composite,heavy,damaged,high,none,100.0
Television,8.1,1.58,0,1,1,0,0,composite,heavy,damaged,high,formal,89.84
Television,9.48,11.68,0,1,1,0,0,composite,heavy,broken,low,formal,88.02
Television,8.72,15.18,0,1,1,0,0,composite,heavy,working,medium,informal,94.63
Television,4.75,18.66,0,1,1,0,0,composite,heavy,broken,medium,none,100.0
Television,8.49,14.58,0,1,1,0,0,composite,heavy,broken,medium,none,100.0
Television,2.75,6.91,0,1,1,0,0,composite,heavy,damaged,high,none,99.53
Television,6.96,18.94,0,1,1,0,0,composite,heavy,damaged,medium,formal,93.11
Television,9.54,14.69,0,1,1,0,0,composite,heavy,damaged,low,none,93.21
Television,3.2,14.1,0,1,1,0,0,composite,heavy,broken,medium,none,97.66
Television,1.09,10.1,0,1,1,0,0,composite,heavy,broken,high,formal,95.29
Television,5.06,2.64,0,1,1,0,0,composite,heavy,broken,low,informal,100.0
Television,3.84,17.43,0,1,1,0,0,composite,heavy,damaged,high,formal,96.05
Television,10.08,18.12,0,1,1,0,0,composite,heavy,working,medium,formal,93.74
Television,6.81,5.76,0,1,1,0,0,composite,heavy,damaged,medium,informal,100.0
Television,5.15,1.38,0,1,1,0,0,composite,heavy,broken,medium,informal,96.71
Television,8.38,6.66,0,1,1,0,0,composite,heavy,working,medium,none,94.61
Television,7.77,3.99,0,1,1,0,0,composite,heavy,damaged,high,formal,100.0
Television,3.7,5.53,0,1,1,0,0,composite,heavy,damaged,high,formal,86.12
Television,11.66,2.27,0,1,1,0,0,composite,heavy,damaged,high,none,100.0
Television,5.36,6.94,0,1,1,0,0,composite,heavy,damaged,medium,formal,80.44
Television,3.81,13.14,0,1,1,0,0,composite,heavy,broken,medium,formal,91.05
Television,1.37,19.03,0,1,1,0,0,composite,heavy,damaged,low,informal,91.64
Television,3.58,0.31,0,1,1,0,0,composite,heavy,broken,medium,none,100.0
Television,8.63,12.2,0,1,1,0,0,composite,heavy,damaged,medium,informal,97.49
Television,7.26,14.03,0,1,1,0,0,composite,heavy,damaged,medium,formal,90.82
Television,7.2,5.07,0,1,1,0,0,composite,heavy,damaged,high,informal,100.0
Television,8.23,19.54,0,1,1,0,0,composite,heavy,working,low,informal,88.56
Television,1.57,14.97,0,1,1,0,0,composite,heavy,broken,medium,formal,95.59
Television,0.6,11.79,0,1,1,0,0,composite,heavy,damaged,medium,formal,79.76
Television,8.71,1.84,0,1,1,0,0,composite,heavy,working,high,none,92.66
Television,3.35,1.26,0,1,1,0,0,composite,heavy,damaged,high,informal,94.53
Television,8.24,1.63,0,1,1,0,0,composite,heavy,broken,high,none,100.0
Television,7.59,14.86,0,1,1,0,0,composite,heavy,broken,medium,formal,96.94
Television,4.77,18.42,0,1,1,0,0,composite,heavy,damaged,medium,formal,89.96
Television,8.16,15.75,0,1,1,0,0,composite,heavy,damaged,medium,formal,89.72
Television,8.61,8.56,0,1,1,0,0,composite,heavy,damaged,medium,none,94.42
Television,0.75,6.03,0,1,1,0,0,composite,heavy,damaged,low,informal,77.81
Television,11.16,2.12,0,1,1,0,0,composite,heavy,broken,medium,none,100.0
Television,2.35,1.42,0,1,1,0,0,composite,heavy,working,medium,none,79.84
Television,9.86,13.71,0,1,1,0,0,composite,heavy,working,medium,informal,93.23
Television,6.66,7.14,0,1,1,0,0,composite,heavy,damaged,high,none,93.35
Television,4.04,18.28,0,1,1,0,0,composite,heavy,broken,medium,informal,100.0
Television,10.58,2.06,0,1,1,0,0,composite,heavy,damaged,medium,informal,100.0
Television,2.73,17.18,0,1,1,0,0,composite,heavy,damaged,high,none,93.72
Television,7.52,3.22,0,1,1,0,0,composite,heavy,damaged,low,none,97.39
Television,3.14,2.36,0,1,1,0,0,composite,heavy,working,low,none,79.22
Television,2.36,1.68,0,1,1,0,0,composite,heavy,working,low,none,84.81
Television,3.28,7.09,0,1,1,0,0,composite,heavy,working,low,informal,75.26
Television,1.16,7.83,0,1,1,0,0,composite,heavy,working,low,none,78.8
Television,7.59,11.14,0,1,1,0,0,composite,heavy,damaged,medium,informal,100.0
Television,2.47,10.01,0,1,1,0,0,composite,heavy,damaged,high,informal,100.0
Television,6.62,2.32,0,1,1,0,0,composite,heavy,damaged,low,informal,93.68
Television,2.87,7.84,0,1,1,0,0,composite,heavy,broken,low,informal,90.22
Television,5.32,0.37,0,1,1,0,0,composite,heavy,broken,low,informal,100.0
Television,8.42,5.07,0,1,1,0,0,composite,heavy,working,high,informal,100.0
Television,10.12,16.43,0,1,1,0,0,composite,heavy,broken,medium,informal,100.0
Television,2.61,17.1,0,1,1,0,0,composite,heavy,broken,medium,formal,95.85
Television,4.96,16.07,0,1,1,0,0,composite,heavy,broken,low,formal,87.85
Television,6.73,19.36,0,1,1,0,0,composite,heavy,working,medium,formal,85.84
Television,4.82,16.08,0,1,1,0,0,composite,heavy,damaged,high,informal,95.47
Television,4.53,7.46,0,1,1,0,0,composite,heavy,working,medium,informal,83.68
Television,8.81,13.14,0,1,1,0,0,composite,heavy,broken,low,formal,92.74
Television,0.56,16.09,0,1,1,0,0,composite,heavy,broken,medium,formal,96.11
Television,9.31,11.68,0,1,1,0,0,composite,heavy,broken,high,none,100.0
Television,8.22,12.41,0,1,1,0,0,composite,heavy,broken,low,formal,93.09
Television,10.74,15.0,0,1,1,0,0,composite,heavy,broken,high,informal,100.0
Television,7.16,12.65,0,1,1,0,0,composite,heavy,working,medium,none,88.83
Television,3.62,4.05,0,1,1,0,0,composite,heavy,damaged,low,formal,84.74
Television,6.33,3.77,0,1,1,0,0,composite,heavy,working,medium,informal,87.97
Television,9.95,13.19,0,1,1,0,0,composite,heavy,broken,medium,none,100.0
Television,7.82,6.5,0,1,1,0,0,composite,heavy,damaged,low,none,91.17
Television,3.02,11.91,0,1,1,0,0,composite,heavy,damaged,medium,none,92.47
Television,2.66,1.78,0,1,1,0,0,composite,heavy,damaged,medium,informal,94.23
Television,0.86,5.2,0,1,1,0,0,composite,heavy,working,high,formal,78.88
Television,8.17,6.47,0,1,1,0,0,composite,heavy,broken,high,informal,100.0
Television,10.86,19.92,0,1,1,0,0,composite,heavy,broken,high,formal,100.0
Television,1.59,19.98,0,1,1,0,0,composite,heavy,damaged,high,none,94.41
Television,10.37,19.95,0,1,1,0,0,composite,heavy,working,low,informal,93.86
Television,7.01,6.26,0,1,1,0,0,composite,heavy,damaged,low,formal,83.02
Television,9.29,12.48,0,1,1,0,0,composite,heavy,broken,low,none,100.0
Television,7.68,17.29,0,1,1,0,0,composite,heavy,damaged,medium,none,100.0
Television,9.2,8.85,0,1,1,0,0,composite,heavy,broken,medium,formal,100.0
Television,11.19,6.84,0,1,1,0,0,composite,heavy,damaged,low,none,94.64
Television,11.78,12.99,0,1,1,0,0,composite,heavy,broken,high,informal,100.0
Television,8.26,13.55,0,1,1,0,0,composite,heavy,damaged,high,formal,94.3
Television,6.25,13.82,0,1,1,0,0,composite,heavy,damaged,medium,formal,90.12
Television,7.39,3.6,0,1,1,0,0,composite,heavy,broken,medium,none,96.78
Television,10.13,3.4,0,1,1,0,0,composite,heavy,working,high,informal,100.0
Television,9.73,19.22,0,1,1,0,0,composite,heavy,damaged,medium,informal,100.0
Television,2.27,11.46,0,1,1,0,0,composite,heavy,damaged,high,informal,89.76
Television,1.1,0.64,0,1,1,0,0,composite,heavy,damaged,low,informal,89.77
Television,10.63,17.66,0,1,1,0,0,composite,heavy,damaged,low,none,93.33
Television,8.98,5.74,0,1,1,0,0,composite,heavy,broken,high,formal,100.0
Television,10.82,12.46,0,1,1,0,0,composite,heavy,broken,medium,none,100.0
Television,1.27,19.51,0,1,1,0,0,composite,heavy,broken,high,none,97.59
Television,1.48,7.72,0,1,1,0,0,composite,heavy,working,low,formal,64.85
Television,1.66,3.36,0,1,1,0,0,composite,heavy,working,high,none,86.07
Television,11.63,8.8,0,1,1,0,0,composite,heavy,damaged,high,informal,100.0
Television,1.99,5.14,0,1,1,0,0,composite,heavy,damaged,medium,formal,80.34
Television,2.92,16.18,0,1,1,0,0,composite,heavy,working,medium,none,74.83
Television,6.98,16.08,0,1,1,0,0,composite,heavy,working,medium,informal,88.77
Television,2.16,12.48,0,1,1,0,0,composite,heavy,damaged,medium,formal,76.05
Television,9.96,1.15,0,1,1,0,0,composite,heavy,damaged,medium,none,96.37
Television,7.1,13.35,0,1,1,0,0,composite,heavy,broken,high,informal,100.0
Television,11.88,17.79,0,1,1,0,0,composite,heavy,damaged,low,informal,96.55
Television,9.03,9.86,0,1,1,0,0,composite,heavy,damaged,high,informal,100.0
Television,4.27,9.09,0,1,1,0,0,composite,heavy,broken,low,formal,92.35
Television,11.44,3.52,0,1,1,0,0,composite,heavy,damaged,medium,informal,95.07
Television,6.86,7.45,0,1,1,0,0,composite,heavy,damaged,low,informal,94.87
Television,2.63,5.58,0,1,1,0,0,composite,heavy,working,low,none,79.68
Television,11.65,11.43,0,1,1,0,0,composite,heavy,working,medium,none,90.24
Television,4.72,1.75,0,1,1,0,0,composite,heavy,damaged,high,none,99.75
Television,3.04,4.37,0,1,1,0,0,composite,heavy,broken,low,formal,82.73
Television,0.51,17.41,0,1,1,0,0,composite,heavy,broken,medium,none,92.04
Television,4.54,1.88,0,1,1,0,0,composite,heavy,damaged,high,formal,87.71
Television,3.85,4.16,0,1,1,0,0,composite,heavy,working,high,informal,97.99
Television,2.28,9.75,0,1,1,0,0,composite,heavy,damaged,medium,none,87.91
Television,9.35,7.96,0,1,1,0,0,composite,heavy,broken,low,formal,91.82
Television,6.37,12.31,0,1,1,0,0,composite,heavy,broken,medium,informal,97.21
Television,1.08,0.71,0,1,1,0,0,composite,heavy,damaged,medium,none,81.08
Television,1.07,14.49,0,1,1,0,0,composite,heavy,working,medium,formal,74.08
Television,2.5,7.6,0,1,1,0,0,composite,heavy,broken,medium,none,96.29
Television,3.22,13.55,0,1,1,0,0,composite,heavy,damaged,high,informal,96.08
Television,1.26,0.39,0,1,1,0,0,composite,heavy,broken,medium,none,90.7
Television,0.85,19.23,0,1,1,0,0,composite,heavy,damaged,high,formal,83.2
Television,7.53,13.57,0,1,1,0,0,composite,heavy,damaged,high,none,100.0
Television,3.69,5.64,0,1,1,0,0,composite,heavy,broken,low,none,94.56
Television,8.62,12.46,0,1,1,0,0,composite,heavy,broken,medium,informal,100.0
Television,3.5,6.87,0,1,1,0,0,composite,heavy,broken,high,formal,94.01
Television,4.78,18.57,0,1,1,0,0,composite,heavy,working,low,formal,71.36
Television,11.63,8.94,0,1,1,0,0,composite,heavy,damaged,low,informal,97.19
Television,8.11,15.03,0,1,1,0,0,composite,heavy,broken,medium,none,100.0
Television,1.14,0.15,0,1,1,0,0,composite,heavy,working,medium,informal,85.16
Television,5.13,17.69,0,1,1,0,0,composite,heavy,broken,high,informal,100.0
Television,2.69,3.7,0,1,1,0,0,composite,heavy,damaged,medium,none,92.93
Laptop,1.88,14.7,1,1,0,0,1,composite,medium,damaged,medium,informal,89.38
Laptop,5.49,3.3,1,1,0,0,1,composite,medium,working,medium,none,75.09
Laptop,4.46,14.66,1,1,0,0,1,composite,medium,damaged,high,none,100.0
Laptop,10.83,8.0,1,1,0,0,1,composite,medium,damaged,low,none,93.24
Laptop,9.71,2.1,1,1,0,0,1,composite,medium,damaged,medium,formal,89.25
Laptop,9.0,0.66,1,1,0,0,1,composite,medium,damaged,medium,formal,85.08
Laptop,2.48,11.36,1,1,0,0,1,composite,medium,damaged,high,none,90.72
Laptop,4.5,1.02,1,1,0,0,1,composite,medium,working,medium,informal,84.2
Laptop,3.1,12.28,1,1,0,0,1,composite,medium,damaged,medium,informal,89.44
Laptop,5.99,7.02,1,1,0,0,1,composite,medium,damaged,high,informal,98.92
Laptop,2.9,1.7,1,1,0,0,1,composite,medium,damaged,medium,none,83.26
Laptop,9.8,16.47,1,1,0,0,1,composite,medium,damaged,medium,informal,90.55
Laptop,11.22,2.38,1,1,0,0,1,composite,medium,broken,medium,informal,100.0
Laptop,5.19,3.23,1,1,0,0,1,composite,medium,damaged,high,informal,94.17
Laptop,8.72,1.38,1,1,0,0,1,composite,medium,damaged,low,informal,91.18
Laptop,1.38,7.1,1,1,0,0,1,composite,medium,damaged,medium,none,85.61
Laptop,9.87,12.24,1,1,0,0,1,composite,medium,damaged,medium,formal,84.57
Laptop,8.27,13.17,1,1,0,0,1,composite,medium,working,medium,formal,72.78
Laptop,2.3,16.55,1,1,0,0,1,composite,medium,working,medium,formal,73.38
Laptop,3.16,10.05,1,1,0,0,1,composite,medium,broken,high,formal,96.87
Laptop,10.69,18.69,1,1,0,0,1,composite,medium,broken,medium,informal,100.0
Laptop,6.61,13.55,1,1,0,0,1,composite,medium,damaged,high,none,93.69
Laptop,2.18,16.66,1,1,0,0,1,composite,medium,damaged,high,informal,95.55
Laptop,3.39,16.89,1,1,0,0,1,composite,medium,damaged,medium,informal,87.21
Laptop,7.09,6.51,1,1,0,0,1,composite,medium,working,medium,formal,84.54
